idx1 idx2 t_1 t_2 t_3 q_1 q_2 q_3 q_4
538 1416 9.970846 4.751968 -0.975479 0.539430 0.008623 -0.013631 0.841876
707 3640 -10.611908 -0.242623 -0.811561 0.999979 0.003239 0.003241 -0.004550
2346 3262 -3.455994 -10.169052 0.019297 0.715567 -0.024183 -0.009865 0.698056
93 1569 10.028343 -6.418676 -0.649269 0.637433 0.005114 0.001323 -0.770487
551 1412 10.638236 3.127380 -1.136978 0.435628 0.008787 -0.011502 0.900010
109 1580 9.344490 -5.828606 -0.667127 0.898338 0.009297 -0.005809 -0.439168
2328 3271 10.130173 -3.620911 0.279281 0.660554 -0.025632 0.014890 0.750193
881 3808 11.854591 -0.341034 -0.772624 0.999788 0.004132 -0.002045 0.020078
559 1410 10.974589 2.523346 -1.188277 0.383123 0.007673 -0.011760 0.923591
569 3556 7.316517 -6.848389 -0.693270 0.795550 0.004140 0.014191 -0.605708
107 1550 6.639206 8.215248 -0.708494 -0.460123 -0.021303 0.016714 0.887442
545 3501 -11.540815 -1.244904 -0.505015 0.998491 -0.009546 0.006903 0.053639
413 2448 -10.191696 1.884476 0.273748 0.998727 -0.020604 -0.004946 -0.045767
576 1423 2.737511 10.348999 -1.083388 0.546222 0.007588 0.005045 0.837591
2457 3390 -10.770737 -1.354538 -0.146904 0.965706 -0.016455 0.005285 0.259063
23 4483 11.537981 0.054275 0.386576 0.999823 0.005773 0.004702 0.017293
597 1390 -6.072983 8.580688 -1.466835 0.572332 0.008885 -0.006627 -0.819947
408 3394 -10.210968 0.314919 0.142102 0.990457 -0.024940 0.004733 0.135464
914 3836 11.393295 -0.205200 -0.711033 0.999913 0.005288 -0.001860 0.011974
483 3471 -11.390160 -0.784195 -0.143464 0.999992 -0.001101 0.001233 0.003749
569 1405 10.770679 2.161148 -1.420739 0.229256 0.012125 -0.004990 0.973278
2355 3310 10.623352 -0.381256 0.027709 0.999714 0.014857 -0.005833 -0.017797
551 1411 10.888659 2.801392 -1.144285 0.409135 0.006669 -0.012069 0.912370
530 3499 -11.818521 -1.251083 -0.654820 0.999022 -0.006208 -0.002608 0.043690
626 3590 10.014374 0.112788 -0.406556 0.999992 0.003177 -0.001929 -0.001773
21 4481 11.195583 0.043508 0.383581 0.999836 0.005287 -0.000998 0.017298
84 4512 -11.805428 -0.041924 0.056815 0.999840 0.007082 -0.002925 -0.016132
441 2463 -10.788197 4.686096 0.606860 0.711335 0.030780 -0.018818 -0.701927
2359 3315 11.812393 -0.408478 0.120509 0.999940 0.004757 -0.002573 -0.009532
201 1649 9.024033 -7.781155 -0.811449 0.942347 0.007760 -0.006276 -0.334488
546 1420 9.125855 6.870132 -0.961339 0.617559 0.010738 -0.006258 0.786426
621 3587 11.188080 0.135829 -0.491140 0.999999 0.000053 -0.000457 -0.001418
393 2461 10.690674 0.055069 0.574352 0.999948 0.008177 -0.006079 -0.000198
439 2475 -9.312222 -6.054993 0.531954 0.728526 0.031268 -0.024100 -0.683879
1394 3559 3.811523 10.810776 0.820755 0.583509 -0.009053 0.007758 0.812019
217 1629 -8.413681 8.323172 -1.073186 0.780031 0.005251 0.001890 -0.625717
415 3399 -10.653885 2.955750 0.244057 0.996746 -0.015221 0.003814 -0.079060
511 566 10.910432 -0.776596 0.240370 0.997475 0.009887 -0.013245 -0.069065
1563 4526 2.500145 -11.149773 1.115079 0.513302 -0.005263 0.006732 0.858166
789 3736 10.692776 -0.322418 -0.788818 0.999986 -0.003430 -0.002798 0.002970
119 1586 11.007486 -2.398346 -0.473036 0.982077 0.008224 -0.011723 -0.187938
516 574 9.963885 -1.062424 0.219144 0.989861 0.011922 -0.007836 -0.141324
183 1612 -10.942360 0.193123 -1.036202 0.999226 -0.006251 -0.003366 0.038692
607 3549 -10.486603 -0.760693 -0.408759 0.964355 -0.014228 -0.001281 0.264224
535 1414 10.685023 3.822815 -0.982792 0.490780 0.007384 -0.014894 0.871125
2326 3278 11.642742 -0.013336 0.046842 0.750652 -0.018675 0.029529 0.659773
707 3639 -11.751831 -0.227447 -0.825175 0.999980 0.002089 0.003381 -0.004937
692 3647 10.975525 -0.252712 -0.470286 0.999986 -0.000028 -0.001139 -0.005258
380 2422 -0.299850 -10.207634 0.429200 0.737813 0.001491 0.009352 0.674939
145 1602 10.430275 0.564293 -0.675687 0.999787 -0.015521 0.000202 0.013590
1396 3533 11.231255 3.762222 1.127405 -0.037446 -0.004365 -0.004755 0.999278
600 3533 -9.499466 -4.562441 -0.329975 0.805480 -0.017303 -0.005719 0.592343
53 4489 -11.545807 0.005979 0.112649 0.999916 0.003882 -0.000165 0.012333
756 3673 -10.018002 3.772858 -1.176623 0.767512 0.015542 -0.017053 -0.640619
586 3511 -8.853668 -6.178513 -0.411573 0.900049 -0.021366 0.000980 0.435263
375 3393 10.588440 -0.650848 0.181211 0.976434 0.015111 0.008914 0.215104
2431 3355 -10.734291 -4.892792 -0.245682 0.963555 0.018395 0.007344 0.266777
547 3502 -10.696421 -1.147171 -0.456590 0.998475 -0.009796 0.008235 0.053693
503 3486 -11.214466 -0.434128 -0.558558 0.999705 0.019262 0.001268 -0.014720
125 1554 -7.290882 6.820198 -0.749549 0.838570 0.006576 0.003768 -0.544742
1569 4526 -3.893593 -11.130669 0.941266 0.630125 0.003088 0.004771 0.776473
2415 3345 -11.272888 -0.749924 -0.302011 0.999954 0.007227 -0.005444 0.003332
453 3437 -11.660290 -0.451675 0.049369 0.991147 0.005519 0.013325 -0.131982
717 3678 11.202576 0.969842 -0.588461 0.963642 -0.011169 0.019844 0.266223
387 3367 -4.617767 -10.154205 0.447084 0.721151 -0.002694 0.021836 0.692428
565 3503 -10.678877 -1.196548 -0.278981 0.997798 -0.010368 0.015338 0.063692
2357 3276 -10.611984 -4.426727 0.253126 0.850398 -0.010389 0.010862 0.525926
598 3522 -9.097748 -6.707808 -0.308452 0.758373 -0.019387 -0.005505 0.651509
490 3477 -10.716801 -0.599335 -0.318726 0.999957 -0.008075 -0.004457 0.000333
99 4519 -10.948715 -2.206437 -0.128767 0.995828 0.000684 -0.003062 0.091196
368 2425 8.242538 -8.350861 0.510526 0.762848 0.006095 0.016089 0.646349
837 3778 11.872978 0.246185 -0.752560 0.999582 -0.011479 0.002765 0.026372
600 3535 -9.320847 -4.130929 -0.344242 0.821938 -0.012478 -0.009897 0.569354
501 3509 11.163038 -0.612976 -0.043395 0.999923 -0.006777 0.003931 -0.009594
393 3372 -8.427231 -7.750610 0.432158 0.767802 -0.011088 0.024760 0.640112
2414 3379 9.848709 -2.608948 0.087583 0.966348 -0.014192 -0.013153 -0.256508
564 3555 7.737255 -6.701462 -0.652093 0.792550 0.004013 0.011309 -0.609688
1390 3539 10.878487 2.955612 1.123807 0.110760 -0.006833 0.003050 0.993819
2451 3380 -10.455338 -3.781425 0.073156 0.883782 -0.005272 0.018343 0.467509
683 3620 -11.843109 0.095452 -0.646733 0.999980 -0.004605 -0.000057 -0.004248
550 1418 9.418965 5.786667 -1.031840 0.581870 0.014468 -0.006791 0.813125
573 1400 10.877544 2.656235 -1.446187 0.091696 0.005671 -0.005036 0.995758
1399 3534 10.225113 4.430527 1.020540 -0.054446 0.004855 -0.006408 0.998484
1576 4534 -9.884484 -1.233635 1.087798 0.676316 -0.001163 0.006006 0.736586
537 1410 11.448469 2.447449 -1.019056 0.383705 0.001521 -0.014573 0.923339
202 1624 -10.016579 4.396339 -1.089068 0.973837 0.004475 -0.004369 -0.227162
2441 3409 9.577911 -3.140686 -0.090297 0.972863 0.017089 0.003550 -0.230725
894 3819 11.648117 -0.368561 -0.841604 0.999849 0.007497 0.009321 0.012606
598 1400 -7.687637 6.852394 -1.519931 0.508631 0.001239 -0.010357 -0.860921
919 3839 10.128769 -0.042572 -0.625783 0.999890 -0.002526 -0.007235 0.012694
522 3547 10.736740 -3.691452 -0.204232 0.901498 0.017891 -0.000030 -0.432413
968 3852 -11.549835 -2.560043 -0.663719 0.723269 0.012323 -0.005823 -0.690431
816 3738 -11.211739 -0.695435 -1.128996 0.999783 0.006216 0.001286 0.019839
917 3818 -11.122406 -0.471954 -1.083632 0.999985 0.002136 -0.004350 0.002751
1404 3532 8.415070 6.182068 0.902288 -0.164280 0.003370 -0.006316 0.986388
580 1396 8.304657 5.542694 -1.253189 -0.094981 -0.012179 0.000163 0.995405
433 3454 10.596193 1.901306 -0.174009 0.992330 -0.004706 -0.011060 0.123030
543 1411 10.886856 2.786575 -1.096323 0.409028 0.004758 -0.012768 0.912420
787 3714 -10.743452 -0.498138 -1.039380 0.999892 0.000004 -0.005738 0.013515
2453 3425 9.954056 1.768585 -0.286270 0.965877 -0.018223 -0.006294 0.258282
170 1600 -11.437246 0.095627 -0.987960 0.999012 0.008242 -0.003597 0.043516
888 3814 11.808594 -0.332214 -0.792510 0.999874 -0.003177 0.005067 0.014735
2476 3419 -11.662582 0.967590 -0.242567 0.993586 -0.005462 0.011920 0.112314
2434 3403 9.425644 -5.276810 0.108378 0.917455 0.017252 -0.020697 -0.396926
538 1415 10.162611 4.315201 -0.989336 0.515153 0.007619 -0.014881 0.856935
390 2458 10.401093 0.068680 0.499802 0.999965 0.005957 -0.005611 0.001668
514 574 11.031746 -1.154633 0.243675 0.989253 0.011710 -0.007984 -0.145527
512 566 10.314096 -0.739136 0.226871 0.997591 0.008724 -0.013054 -0.067574
570 1408 9.593922 2.945648 -1.279290 0.290400 0.009601 -0.010515 0.956800
473 3484 11.264580 -0.866653 -0.131027 0.999979 0.005782 -0.001795 -0.002079
2454 3385 -10.791428 -2.554703 -0.269334 0.927266 -0.015925 0.010822 0.373909
2407 3370 11.399780 -1.321747 0.128312 0.996429 -0.003406 0.000335 -0.084361
440 2466 -10.294109 2.070129 0.597577 0.717595 0.036562 -0.033298 -0.694702
1381 3555 8.649158 7.045044 1.045805 0.594832 -0.008932 0.000297 0.803801
417 2477 9.969101 -5.848938 0.549811 0.977763 0.016843 -0.002230 -0.209025
370 2439 11.165085 -1.909607 0.580725 0.948954 -0.002994 -0.009693 0.315250
539 596 8.194123 -6.981110 -0.095868 0.779375 0.014113 0.003252 -0.626390
393 3373 -8.308502 -7.319092 0.412206 0.779498 -0.011737 0.022386 0.625895
2395 3327 -11.804451 -0.707520 -0.097287 0.999952 -0.008634 0.003915 0.002654
554 1411 10.860707 2.815842 -1.150105 0.409332 0.007137 -0.011757 0.912282
965 3847 -9.916443 2.423233 -0.825229 0.742925 0.010357 -0.008317 -0.669243
391 3369 -7.303421 -9.126312 0.518048 0.737365 -0.010610 0.026911 0.674874
203 1625 -9.403519 4.576870 -1.044948 0.966222 0.002094 -0.001419 -0.257700
582 1388 8.215439 6.830414 -1.232343 -0.207206 -0.016448 -0.000450 0.978159
579 1394 9.241180 5.102707 -1.273871 -0.085332 -0.012478 0.003409 0.996269
754 3710 11.392109 0.174713 -0.702549 0.998758 -0.013679 -0.004211 0.047720
2413 3378 10.136467 -2.469315 0.085386 0.971486 -0.013104 -0.011194 -0.236469
1414 3519 2.202911 11.376228 0.806605 0.503999 -0.005890 0.023894 -0.863353
410 2444 -11.542618 0.711433 0.210663 0.994918 -0.026180 -0.001073 0.097217
592 3517 -7.779388 -6.432487 -0.347621 0.817714 -0.025912 -0.001106 0.575040
599 1404 -9.084625 5.790099 -1.443676 -0.454746 -0.001131 0.011979 0.890540
407 3435 9.089722 5.467255 -0.552713 0.840473 -0.034852 0.019567 0.540377
554 3556 8.412284 -7.453125 -0.584158 0.773318 0.008325 0.008045 -0.633913
2424 3394 9.467361 -6.341675 0.309088 0.866733 -0.002861 -0.022239 -0.498268
1395 3537 10.433640 3.659882 1.109034 0.032408 -0.000356 0.002708 0.999471
167 1597 -11.659355 0.216843 -0.944274 0.999615 0.017306 -0.003699 0.021366
408 2471 10.082733 -0.810219 0.670176 0.999408 0.007044 -0.000136 -0.033669
515 3532 10.069665 -1.115891 -0.132217 0.991791 0.009830 -0.004682 -0.127408
2373 3306 -10.204727 0.125427 0.043893 0.999976 -0.006246 0.002621 -0.001546
577 1399 9.442863 4.162918 -1.420015 0.007407 0.000386 0.002673 0.999969
131 1592 10.628223 -0.325409 -0.691197 0.999072 0.018651 -0.000327 -0.038813
122 1587 10.707483 -1.564354 -0.625705 0.989967 0.019885 -0.005235 -0.139796
2383 3338 10.599129 -0.757889 0.224268 0.999958 0.007319 -0.004961 -0.002227
471 3483 11.950191 -0.846924 -0.135904 0.999990 0.002191 -0.003053 -0.002268
514 3536 11.497255 -1.503586 -0.130259 0.982647 0.011775 -0.011428 -0.184756
408 3438 9.132416 6.711769 -0.704740 0.800511 -0.040868 0.021558 0.597534
412 3395 -11.587662 1.681107 0.095373 0.998202 -0.022253 0.003801 0.055526
95 1558 11.383118 -0.625059 -0.613755 -0.407806 -0.017783 -0.000074 0.912895
537 1411 11.187866 2.756165 -1.014336 0.409712 0.002580 -0.014045 0.912103
410 2445 -10.910202 0.801819 0.209970 0.996989 -0.025270 -0.001141 0.073296
79 4528 10.524292 -0.605721 0.593952 0.999844 0.010866 0.000815 -0.013896
103 1550 9.964836 6.017965 -0.643757 -0.347845 -0.021540 0.018886 0.937114
591 1418 -8.287949 6.300568 -1.245539 0.062315 0.002663 0.009204 0.998011
556 1419 9.201446 6.344528 -1.011237 0.601162 0.013787 -0.005413 0.798990
524 587 9.869236 -3.396225 0.162862 0.895476 0.016586 -0.001017 -0.444800
421 3446 8.429413 5.643250 -0.419672 0.899608 -0.004361 -0.003296 0.436665
2478 3429 -9.639236 3.455971 -0.919905 0.920777 -0.041859 0.015039 0.387544
2428 3396 8.707658 -5.661896 0.091066 0.888335 0.008092 -0.013322 -0.458931
2478 3437 -8.030853 6.916595 -1.321578 0.794757 -0.035515 0.021326 0.605513
2448 3418 10.449219 -0.625999 -0.113699 0.999471 0.019073 0.008971 0.024751
2328 3276 10.262131 -1.564606 0.189802 0.738218 -0.018566 0.022037 0.673947
2420 3389 9.817665 -5.236542 0.159410 0.891359 -0.015860 -0.017752 -0.452673
960 3842 -8.700531 6.129364 -0.954058 0.809881 -0.002306 -0.002701 -0.586583
520 3545 11.063503 -3.140518 -0.186170 0.925450 0.019251 0.004105 -0.378358
2359 3314 10.846878 -0.358871 0.121649 0.999948 0.003140 0.001576 -0.009583
2400 3358 11.516281 -0.779358 0.135446 0.999963 -0.006249 0.004922 -0.003163
384 2420 -3.163605 -11.276390 0.522396 0.722677 0.004541 0.019544 0.690894
1400 3557 2.002274 9.945572 0.892155 0.508589 -0.002449 0.005361 0.860989
2367 3297 -10.763046 -0.086487 0.092866 0.998178 -0.014539 0.003420 0.058458
446 3426 -11.246773 2.331329 0.222900 0.886356 0.002323 0.004834 -0.462973
1407 3527 7.465485 7.793900 0.875206 -0.280830 0.008025 -0.011850 0.959651
142 1599 9.986160 0.476013 -0.711980 0.999774 -0.006183 -0.002067 0.020242
531 3501 -10.302224 -1.118469 -0.611239 0.998931 -0.007050 -0.000396 0.045688
743 3660 -9.034042 4.797180 -1.349463 0.901280 0.012073 -0.022746 -0.432472
517 582 11.685973 -2.336655 0.205305 0.948461 0.018778 0.006265 -0.316274
153 1611 11.732817 0.126503 -0.688072 0.998862 -0.013129 0.003600 -0.045704
839 3754 -10.785027 0.337830 -1.149461 0.999631 -0.011310 0.005303 -0.024141
405 2441 -10.793579 -1.010216 0.234304 0.973435 -0.025619 -0.002588 0.227511
524 3548 10.218884 -3.965118 -0.219325 0.889174 0.015937 -0.000750 -0.457292
398 3378 -10.785446 -5.219284 0.358541 0.842470 -0.015277 0.015971 0.538290
