idx1 idx2 t_1 t_2 t_3 q_1 q_2 q_3 q_4
2000 3419 4.452484 -10.879211 0.615520 -0.410048 0.000515 0.022584 0.911785
939 4195 -10.636185 -1.534302 -0.372765 0.961662 -0.024860 -0.030189 0.271432
1981 4568 11.267319 0.813721 -0.029533 0.999773 -0.018434 -0.009408 0.004954
1795 4404 10.336731 3.522552 -0.128258 0.948356 0.007811 0.014067 0.316800
3424 4572 -10.239685 -4.919739 -0.024551 0.675111 -0.017527 0.006256 0.737479
941 4221 11.096664 -0.006836 0.164314 0.999880 0.003559 -0.014984 0.001040
3313 4624 11.520569 0.613281 0.472500 0.569051 -0.038294 0.009828 0.821347
3398 4574 11.663528 0.273804 -0.015984 0.077828 -0.000366 0.002626 0.996963
1944 4535 10.548798 1.603821 0.225349 0.999510 -0.011061 0.007371 0.028328
2013 3414 -8.426208 -8.458893 0.317177 0.111057 0.014764 0.013783 0.993610
1004 4265 11.183411 0.204956 0.215679 0.999966 0.005433 -0.005504 0.002508
3411 4586 -8.652191 6.946350 -0.288921 0.407521 -0.013273 0.023415 0.912798
3360 4601 9.798492 2.350525 -0.063000 0.006285 -0.007933 0.026350 0.999601
3316 4625 9.686768 2.699524 0.235073 0.540678 -0.031406 0.011546 0.840560
2015 4579 -6.479675 -9.869476 0.080421 0.783759 -0.005971 0.036603 -0.619957
1003 4248 -10.558212 0.065125 -0.220879 0.999942 -0.000492 -0.007776 0.007267
1036 4277 6.242310 -9.941406 0.248703 0.922900 -0.005170 -0.001726 -0.384998
1025 4274 11.690628 -1.968994 0.121483 0.995887 -0.008641 0.002522 -0.090151
3420 4569 -5.533630 -9.699463 -0.189444 0.627020 -0.007469 0.000727 0.778964
3369 4594 10.299179 2.206055 0.052587 0.011027 -0.022140 0.021614 0.999459
1011 4252 -10.430649 0.116089 -0.248032 0.999917 -0.003900 -0.008425 0.008857
993 4259 11.008224 0.064148 0.246326 0.999970 0.002689 -0.007083 -0.001217
2004 4562 -9.376465 4.954834 -0.250034 0.935534 0.000557 0.002996 -0.353224
1834 4412 -11.872681 -0.342285 -0.018585 0.999998 -0.000573 0.000906 -0.001876
1875 4467 10.307404 0.462463 0.123299 0.999931 -0.003749 0.004782 0.009960
3313 4629 9.398560 6.944824 0.070107 0.594415 -0.040029 0.015104 0.803016
1034 4260 -9.703354 4.927063 -0.124855 0.947763 -0.009925 0.002676 -0.318808
3335 4630 -7.615925 8.419067 0.088502 0.253599 -0.002721 0.021328 0.967069
926 4210 10.719193 0.830872 0.050529 0.999360 -0.001128 -0.014534 0.032649
1910 4502 11.869415 1.407959 0.105103 0.999360 -0.011662 0.001757 0.033759
1813 4413 10.626312 -0.184387 0.075615 0.999752 -0.010659 0.010467 0.016524
980 4250 10.908432 0.067566 0.143311 0.999965 -0.000088 -0.006134 0.005512
909 4184 9.861938 -4.368896 0.471130 0.566042 -0.024050 0.004082 0.824009
1976 4547 -11.269623 0.878723 -0.291252 0.999981 -0.004986 0.002015 -0.002760
915 4178 5.394775 -10.473999 0.431641 0.576137 -0.036647 -0.011153 0.816450
953 4211 -10.148880 0.314758 -0.175346 0.999615 -0.002331 -0.025879 -0.009612
1840 4418 -10.718628 -0.230042 0.064644 0.999920 -0.007371 0.010231 -0.000870
3341 4612 10.568756 1.649780 -0.094054 0.060184 -0.003694 0.021016 0.997958
2006 3408 3.757538 -9.825562 0.357864 0.088343 0.003430 0.020867 0.995866
923 4179 -3.416046 -10.480713 0.125366 0.722959 -0.034542 -0.004854 0.690006
928 4183 -7.184357 -7.558167 -0.246323 0.814698 -0.027621 -0.008377 0.579164
1924 4499 -11.553680 1.429504 0.054474 0.999302 -0.001610 0.007960 -0.036453
3403 4589 -9.718468 5.059937 -0.092674 0.173435 -0.008127 0.023732 0.984525
2012 3405 -2.226257 -11.161530 0.116772 0.351724 0.010594 0.014112 0.935938
990 4240 -11.054962 0.064087 -0.207790 0.999959 0.000884 -0.008904 -0.000870
914 4181 5.999725 -8.322968 0.459198 0.606867 -0.028965 -0.003757 0.794262
909 4198 10.287537 4.707520 0.453522 0.834341 -0.017803 -0.012005 0.550828
1773 4395 10.363708 1.809326 -0.056686 0.683924 0.016447 0.019206 0.729113
909 4185 9.632812 -3.734161 0.456573 0.586356 -0.024380 0.004030 0.809671
904 4191 11.611877 2.496994 0.275322 0.621953 -0.021793 -0.003340 0.782740
1003 4247 -11.847610 0.053589 -0.243866 0.999952 -0.000429 -0.006994 0.006746
945 4202 -10.756210 0.280701 -0.022308 0.996504 -0.018488 -0.021801 0.078488
993 4242 -11.042389 0.049805 -0.260796 0.999966 0.000812 -0.008059 0.000045
3375 4605 -9.825500 2.252136 0.035715 -0.012542 -0.013926 0.014153 0.999723
1917 4492 -11.554413 1.589722 0.004654 0.999049 0.001079 -0.000447 -0.043581
1920 4496 -10.203827 1.334229 0.104218 0.999317 -0.001545 0.008472 -0.035924
1953 4527 -11.685532 1.832825 0.174660 0.999626 -0.001948 -0.001266 -0.027247
2020 4573 -11.893799 -0.632812 0.282570 0.716060 -0.008444 0.041011 -0.696781
1034 4276 7.453690 -8.052551 0.159096 0.945455 -0.007723 -0.000344 -0.325658
1999 3415 7.606644 -8.473022 0.505314 -0.340006 -0.000558 0.022661 0.940151
1775 4398 9.713501 5.616669 0.010689 0.697960 0.013256 0.024176 0.715604
1995 4576 11.746386 -2.425476 0.347511 0.994391 -0.025359 0.003583 -0.102624
3326 4631 -0.538055 10.656250 -0.288023 0.438534 -0.017942 0.022930 0.898241
1003 4265 11.848541 0.192627 0.225845 0.999965 0.005831 -0.005428 0.002231
956 4213 -10.986862 0.292297 -0.219513 0.999704 -0.000504 -0.021270 -0.011687
2011 3406 -1.366577 -10.769104 0.208492 0.296115 0.008301 0.015838 0.954986
1787 4387 1.801270 -11.806038 0.073036 0.835967 0.004791 0.009398 0.548676
1846 4423 -11.278625 -0.161987 -0.034515 0.999979 -0.001104 0.006219 0.001316
1971 4543 -11.543106 1.083984 -0.287083 0.999927 -0.006735 0.005769 -0.008173
3387 4597 -10.272903 2.390625 0.183563 -0.022552 -0.004342 0.015755 0.999611
1799 4406 10.981384 2.349518 0.020912 0.979189 0.006728 0.008282 0.202668
1934 4525 10.579987 1.813660 0.408707 0.999179 -0.009447 0.003452 0.039233
1879 4455 -11.930420 0.364990 -0.070511 0.999963 0.001785 0.008285 0.001379
1776 4397 9.557495 4.077698 0.018143 0.702557 0.015176 0.019384 0.711200
1775 4391 10.046814 -3.774384 -0.011086 0.691400 0.007895 0.017045 0.722226
1921 4512 10.811340 1.682983 0.552994 0.999307 -0.006493 0.006684 0.036014
1016 4254 -10.510147 0.211487 -0.148365 0.999959 -0.005930 -0.003727 0.005615
3337 4614 10.583616 0.742310 -0.091128 0.124886 -0.000858 0.018666 0.991994
948 4226 11.018753 -0.129395 0.236496 0.999929 -0.000232 -0.011055 -0.004339
931 4185 -8.932510 -6.264709 -0.367645 0.847147 -0.027013 -0.008377 0.530602
925 4209 10.439178 1.027710 0.052155 0.998957 -0.005406 -0.011527 0.043824
1024 4257 -10.346909 1.447571 -0.125214 0.997787 -0.014320 0.000152 -0.064909
1048 4275 -8.503723 -7.382538 0.443893 0.750954 -0.007789 -0.001260 -0.660304
3335 4629 -6.433224 7.776978 0.081937 0.247822 0.002508 0.022421 0.968542
1996 4559 -9.762144 2.575867 -0.176823 0.991186 -0.004696 0.010443 -0.131981
3320 4631 3.956360 10.518982 -0.282938 0.525620 -0.028743 0.017728 0.850043
1847 4441 11.552399 -0.012878 -0.059685 0.999884 -0.007119 0.013439 0.000465
1855 4432 -10.698273 0.005249 -0.161613 0.999971 -0.003559 -0.001278 0.006636
932 4187 -9.027634 -5.185303 -0.343849 0.872501 -0.029418 -0.012341 0.487568
935 4217 11.306824 0.093811 0.057709 0.999921 0.002378 -0.012242 0.000517
1988 4554 -11.679245 1.139648 -0.214432 0.999731 -0.015491 0.008047 -0.015279
1966 4539 -11.319550 1.402039 -0.227467 0.999883 -0.009880 0.000471 -0.011698
3313 4625 11.059204 1.866821 0.402294 0.574294 -0.038137 0.009087 0.817705
3337 4613 11.857029 0.420715 -0.107329 0.122107 -0.000717 0.019153 0.992330
1973 4545 -10.983749 0.973022 -0.369858 0.999973 -0.004862 0.000724 -0.005500
1930 4505 -11.458710 1.653931 -0.000755 0.999360 -0.000614 0.001212 -0.035746
927 4211 10.992249 0.661499 0.079590 0.999559 0.002411 -0.016897 0.024269
918 4205 10.923492 3.361755 0.349396 0.978818 -0.018132 -0.012763 0.203522
913 4180 7.157928 -8.544769 0.552483 0.568910 -0.029077 -0.001305 0.821879
3350 4607 10.476212 2.425232 -0.123588 0.005932 -0.012009 0.022952 0.999646
1837 4431 10.314117 -0.223877 0.026588 0.999967 -0.004743 0.005939 0.002799
1962 4536 -10.458221 1.750122 0.001106 0.999880 -0.007894 0.002581 -0.013088
1007 4249 -11.885284 0.074524 -0.274265 0.999919 -0.002301 -0.008992 0.008642
1972 4562 11.843338 0.753662 -0.045334 0.999992 -0.002248 -0.002862 -0.001621
2018 4574 -10.272705 -2.695648 0.161957 0.742965 -0.009020 0.036506 -0.668273
2013 4578 -4.628723 -9.065735 0.155357 0.810884 -0.012867 0.026619 -0.584459
2007 3416 -2.791504 -10.389648 0.470211 -0.123903 0.000229 0.019956 0.992094
3350 4623 -10.466827 3.609863 -0.129121 0.067405 -0.004580 0.022651 0.997457
1975 4563 10.188583 0.705139 -0.080498 0.999991 -0.002445 -0.003268 -0.000882
2006 3405 5.584412 -10.228271 0.319660 0.174967 -0.000396 0.015655 0.984451
3408 4570 8.222565 -7.115479 -0.081924 0.328963 -0.002776 0.002840 0.944334
1932 4508 -9.971497 1.763245 0.277878 0.999493 -0.001242 0.002732 -0.031698
3320 4620 11.345520 -2.104980 0.417330 0.467336 -0.028321 0.020111 0.883395
944 4200 -11.374023 -0.100098 -0.088142 0.991107 -0.021401 -0.022759 0.129340
1828 4408 -10.695465 -0.412476 0.063797 0.999919 0.001785 0.012311 -0.002412
1880 4457 -10.417175 0.407593 -0.048111 0.999952 -0.003200 0.009173 0.000780
3331 4631 -5.063065 10.136414 0.056166 0.339193 -0.001157 0.018622 0.940530
2019 4574 -11.040710 -2.304565 0.199989 0.730026 -0.008215 0.039790 -0.682210
2014 4578 -5.669128 -8.842316 0.153130 0.796866 -0.012685 0.030785 -0.603237
3315 4624 10.682556 1.219299 0.349049 0.546680 -0.033849 0.011505 0.836574
1846 4439 10.124542 -0.044983 -0.060394 0.999929 -0.004826 0.010716 0.001580
1805 4392 -11.378174 -3.584229 0.099983 0.994038 0.001161 0.005384 0.108894
1972 4561 10.572449 0.766235 -0.070415 0.999995 -0.001467 -0.002295 -0.001639
967 4240 10.724960 0.000427 0.085999 0.999959 -0.007257 -0.002400 0.004556
3342 4611 11.175209 1.757202 -0.100054 0.049408 -0.005318 0.021210 0.998538
913 4202 10.861633 4.934296 0.490967 0.927260 -0.021587 -0.011108 0.373628
938 4193 -11.011978 -2.144043 -0.379524 0.944379 -0.026283 -0.023215 0.326983
2017 4571 -10.015320 0.706268 0.177177 0.753488 -0.013617 0.031153 -0.656582
3397 4591 -9.479858 3.295288 -0.142113 0.035837 -0.016243 0.026338 0.998878
