idx1 idx2 t_1 t_2 t_3 q_1 q_2 q_3 q_4
3421 4580 -9.199890 4.238434 -0.211481 0.633614 -0.019726 0.016190 0.773225
2011 3410 -3.687500 -9.730347 0.304195 0.182263 0.012811 0.018722 0.982989
1045 4264 -9.375549 6.132019 -0.036873 0.793857 -0.009268 -0.007881 -0.607980
1789 4401 9.163574 4.213601 -0.203949 0.871835 0.015646 0.030466 0.488599
2005 3417 -0.828979 -10.698547 0.528469 -0.213778 -0.001772 0.021009 0.976656
2010 3415 -5.753113 -9.528137 0.419235 -0.002653 0.006601 0.020188 0.999771
3319 4630 5.201843 9.263245 -0.201717 0.532373 -0.032282 0.019830 0.845656
944 4223 10.942215 -0.081665 0.155960 0.999979 0.002235 -0.005599 -0.001993
1844 4421 -11.504089 -0.203735 -0.046974 0.999951 -0.000232 0.009815 0.000712
911 4198 9.606567 3.674774 0.482697 0.860021 -0.018119 -0.012676 0.509777
1982 4551 -11.251144 0.700928 -0.253868 0.999926 -0.008929 0.006178 0.005440
1028 4258 -10.605348 2.949768 -0.189796 0.988122 -0.014343 0.000116 -0.152994
1001 4246 -11.782974 0.048584 -0.273113 0.999958 0.000376 -0.007243 0.005537
938 4219 11.196579 -0.036499 0.068985 0.999904 0.003359 -0.013226 -0.001993
3419 4568 -4.078247 -11.138580 -0.218035 0.610507 -0.010105 0.004484 0.791931
1913 4489 -10.181488 1.572754 -0.044830 0.999256 -0.002856 0.000783 -0.038447
2007 4579 3.187195 -10.264465 0.316013 0.901666 -0.010295 0.015331 -0.432038
1931 4522 10.644379 1.830383 0.478683 0.999180 -0.005287 0.004707 0.039849
2014 4579 -5.346497 -10.081055 0.107643 0.797297 -0.007011 0.031930 -0.602701
1941 4516 -11.099487 2.123657 0.424507 0.999069 -0.004265 0.001888 -0.042877
1031 4275 9.006363 -5.692627 0.116745 0.971211 -0.008403 -0.000219 -0.238069
1814 4414 11.132202 -0.268372 0.054733 0.999809 -0.006774 0.013882 0.011956
1001 4263 10.502533 0.153809 0.208714 0.999948 0.003418 -0.009477 0.000250
936 4190 -10.957336 -3.440674 -0.367706 0.912770 -0.027073 -0.019208 0.407120
1793 4403 9.879395 3.929382 -0.194633 0.924636 0.010806 0.019807 0.380181
1975 4564 11.454300 0.698547 -0.055374 0.999981 -0.003798 -0.004826 -0.000662
3313 4626 10.619873 3.131531 0.338139 0.579700 -0.038453 0.011643 0.813834
2010 3414 -5.019348 -9.484192 0.386360 0.027321 0.007677 0.019575 0.999406
1827 4407 -11.011292 -0.417969 0.063660 0.999955 -0.000421 0.009172 -0.002134
977 4248 11.248489 0.067139 0.103344 0.999960 -0.000671 -0.005609 0.006829
1919 4510 10.788940 1.533569 0.493896 0.999460 -0.004405 0.002075 0.032480
3345 4610 10.341385 2.207031 -0.141709 0.023664 -0.007090 0.020967 0.999474
3351 4623 -11.249191 3.611938 -0.092089 0.067444 -0.003337 0.021791 0.997478
3371 4592 10.946869 2.160400 0.014969 0.013728 -0.022399 0.021858 0.999415
2014 3412 -8.174500 -8.471863 0.268509 0.195825 0.022006 0.012275 0.980316
1773 4392 10.631165 -2.187561 -0.061172 0.681933 0.012154 0.021218 0.731004
910 4183 9.221252 -5.438202 0.476295 0.566467 -0.024084 0.001222 0.823726
1842 4420 -10.407898 -0.207275 0.045738 0.999901 -0.002987 0.013714 -0.000359
1805 4393 -10.075745 -3.301270 0.099815 0.994082 0.002801 0.004431 0.108498
907 4186 10.800110 -2.094360 0.440575 0.565952 -0.028211 0.006360 0.823925
976 4230 -10.496277 0.058960 -0.167110 0.999930 0.011387 -0.000056 -0.002784
1954 4529 -10.227524 1.753357 0.171360 0.999770 -0.001953 0.001109 -0.021304
986 4255 11.831787 0.093262 0.197136 0.999981 -0.001480 -0.005672 0.001276
1845 4438 10.028900 -0.069885 -0.039650 0.999959 -0.001696 0.008487 0.002464
2000 3411 8.798813 -7.537781 0.448109 -0.192601 0.002841 0.023367 0.980996
1863 4440 -10.751678 0.218872 -0.127983 0.999966 -0.001751 0.000538 0.008031
1914 4505 10.636139 1.245850 0.199730 0.999636 -0.007693 -0.000837 0.025841
910 4197 9.664246 3.507141 0.450745 0.831910 -0.016670 -0.013991 0.554481
995 4260 10.760620 0.074646 0.220337 0.999977 0.002953 -0.005799 -0.001413
1883 4459 -11.595093 0.458008 -0.318207 0.999995 -0.001059 -0.002519 0.000357
3424 4579 -11.037354 3.919739 -0.279985 0.669413 -0.029140 0.019509 0.742061
3361 4600 10.181000 2.319946 -0.036047 0.007891 -0.009897 0.026922 0.999556
943 4223 11.793610 -0.043274 0.189346 0.999969 0.002263 -0.007499 0.000161
1875 4468 11.715302 0.502075 0.164268 0.999889 -0.007495 0.007223 0.010569
2013 3413 -7.842407 -8.658386 0.276638 0.141651 0.016759 0.014815 0.989665
3311 4628 10.877319 5.049072 0.288162 0.611370 -0.038952 0.012492 0.790283
1831 4427 11.787903 -0.333496 0.066162 0.999991 0.001172 0.000674 0.003920
958 4233 10.463074 -0.104370 0.129921 0.999861 -0.003836 -0.016189 0.000474
1901 4476 -11.650360 1.207825 -0.071877 0.999958 -0.004560 0.003589 -0.006983
907 4189 10.348389 -0.259644 0.382561 0.628618 -0.023532 -0.000834 0.777354
1800 4390 -9.658630 -6.224304 0.039963 0.980143 0.001331 0.005941 0.198198
3357 4602 11.160690 2.362732 -0.057091 0.005705 -0.010939 0.025215 0.999605
1830 4410 -10.143799 -0.405823 -0.077957 0.999993 0.003079 -0.001236 -0.001410
2003 3408 7.336823 -8.619263 0.412067 -0.008286 0.001966 0.023677 0.999684
1952 4526 -11.787796 1.844238 0.179691 0.999578 -0.000176 -0.001820 -0.028991
3328 4617 11.414917 -1.945007 0.158652 0.321494 -0.011433 0.023234 0.946556
2011 3411 -4.343201 -9.573181 0.310566 0.152452 0.012977 0.017718 0.988068
1805 4409 11.333374 0.951660 0.087944 0.995816 -0.001807 0.008772 0.090938
1835 4414 -10.270905 -0.332336 0.057785 0.999921 -0.001203 0.012439 -0.001253
1825 4406 -10.295380 -0.451294 -0.026947 0.999994 0.000035 0.003063 -0.001470
1976 4565 11.796417 0.692444 -0.087849 0.999977 -0.005513 -0.003990 -0.000151
1983 4569 10.961700 0.860962 0.072723 0.999626 -0.023367 -0.012867 0.006018
3346 4625 -10.023132 4.151001 -0.005250 0.088351 0.005198 0.020298 0.995868
3373 4590 11.614151 2.088684 0.075186 0.018618 -0.021423 0.018723 0.999421
1909 4484 -11.517761 1.574585 -0.038345 0.999500 -0.000510 0.002200 -0.031529
3421 4581 -9.433411 5.508972 -0.264593 0.633451 -0.020158 0.019885 0.773262
1808 4410 10.511078 0.521423 0.056519 0.998094 -0.008119 0.003998 0.061046
2016 4578 -7.737061 -8.346252 0.103470 0.770492 -0.009262 0.039505 -0.636156
1896 4487 10.048401 1.130737 0.110748 0.999365 -0.010440 0.001939 0.033993
1944 4536 11.871216 1.665588 0.198723 0.999411 -0.010874 0.006794 0.031832
2013 4579 -4.247925 -10.288177 0.116936 0.811317 -0.007225 0.027897 -0.583896
1812 4413 11.463654 -0.008850 0.086433 0.999591 -0.013202 0.010077 0.023253
1043 4263 -9.245605 6.439728 -0.100517 0.824858 -0.011869 -0.008147 -0.565154
1909 4485 -10.166321 1.482422 -0.022781 0.999583 -0.002221 0.001549 -0.028748
1981 4567 10.010590 0.790771 -0.070518 0.999858 -0.015138 -0.005674 0.004757
2007 3406 3.723450 -10.399475 0.310406 0.175172 0.000926 0.015892 0.984410
2008 3407 1.901062 -10.404968 0.304985 0.176650 0.004455 0.018383 0.984093
1873 4450 -10.952057 0.220398 -0.232246 0.999994 -0.000541 0.000993 0.003077
1920 4495 -11.576782 1.445557 0.106377 0.999169 -0.001215 0.008542 -0.039828
1773 4397 10.201721 4.503021 -0.040619 0.686176 0.016417 0.022410 0.726903
1049 4267 -10.612549 3.610321 0.202591 0.746616 -0.005056 -0.006289 -0.665203
2006 3419 -3.432770 -11.260071 0.509834 -0.230051 0.000723 0.019455 0.972985
913 4201 10.286743 4.430023 0.525490 0.918348 -0.023113 -0.010391 0.394959
2010 3405 0.373352 -11.183044 0.227394 0.296216 0.006259 0.016923 0.954951
2003 3420 0.010345 -11.846558 0.587170 -0.343090 0.002225 0.020321 0.939081
3398 4592 -11.318085 3.843201 -0.085326 0.053701 -0.012661 0.026346 0.998128
1865 4458 11.251831 0.143005 -0.059235 0.999957 -0.007379 0.004998 0.002133
1866 4443 -10.851898 0.321228 -0.136719 0.999969 -0.002175 0.002938 0.006910
1946 4537 10.601425 1.587708 0.191959 0.999555 -0.008713 0.005418 0.027984
1964 4538 -10.271698 1.525024 -0.067898 0.999902 -0.007707 0.004141 -0.010942
3419 4569 -4.414124 -9.915527 -0.174381 0.610231 -0.009427 0.001318 0.792163
997 4245 -10.294983 0.054749 -0.253368 0.999966 0.001710 -0.007264 0.003221
1984 4569 10.211349 0.838501 0.086098 0.999588 -0.024538 -0.014039 0.004911
3377 4604 -10.462173 2.192200 -0.020716 -0.017007 -0.016650 0.016530 0.999579
932 4185 -9.693558 -6.238342 -0.366798 0.848184 -0.026542 -0.007368 0.528983
1007 4250 -10.588974 0.091309 -0.244717 0.999928 -0.002442 -0.007979 0.008495
2003 3414 3.605988 -9.442322 0.488049 -0.193045 -0.000545 0.022114 0.980941
1932 4523 10.627869 1.829285 0.426147 0.999168 -0.005123 0.005389 0.040101
1945 4520 -10.928375 2.015747 0.306862 0.999141 0.002180 0.000388 -0.041372
