idx1 idx2 t_1 t_2 t_3 q_1 q_2 q_3 q_4
574 1336 3.127426 0.123077 0.033039 0.999519 -0.000894 0.002098 -0.030936
794 1527 -3.247898 -1.162857 -0.052354 0.990536 0.004034 0.004153 0.137131
563 1319 -1.697205 1.325165 -0.015041 0.998611 -0.013515 0.001710 -0.050904
681 1428 -5.057289 -0.119675 -0.106789 0.999993 -0.000734 -0.003621 0.000327
21 2422 0.975941 2.265064 -0.011757 0.963052 -0.004601 -0.009365 -0.269112
786 1517 -5.060017 -1.259094 -0.069896 0.999615 0.010949 0.005122 0.024979
15 2417 3.174722 3.751328 -0.009457 0.924490 -0.004713 -0.010601 -0.381031
103 2497 -5.721359 -0.283214 -0.133891 0.999897 0.003228 -0.005356 -0.012922
624 1385 4.697090 -0.037674 0.096351 0.999987 0.000924 -0.004410 0.002379
795 1553 2.020210 0.742905 0.059180 0.982979 -0.002421 -0.009169 0.183475
551 1306 -2.825577 0.669189 -0.009099 0.983352 -0.012298 -0.002922 0.181268
687 1442 4.359085 -0.298035 0.056103 0.999954 0.007780 0.001758 -0.005430
805 2582 4.447693 -1.990776 0.032793 0.930039 0.012825 -0.000264 -0.367237
721 1471 3.826080 -0.099335 0.070564 0.999961 0.003080 -0.004339 0.007024
570 1333 3.830078 0.195419 0.044715 0.998859 -0.003714 0.001393 -0.047582
793 1557 4.072746 1.034485 0.069611 0.986741 -0.003731 -0.010970 0.161888
809 2574 -3.833328 3.485847 -0.054135 0.956291 -0.002907 -0.006318 -0.292334
788 1524 -2.407230 -1.061951 -0.043751 0.998289 0.012403 0.002457 0.057086
575 1336 2.268814 0.141190 0.030553 0.999681 -0.000355 0.001151 -0.025238
28 2435 4.197306 -0.079966 0.052966 0.999056 0.003707 -0.005803 -0.042884
775 1527 4.315002 -1.107376 0.085789 0.999769 0.018538 -0.004089 -0.010057
785 1554 5.951471 -0.182602 0.154250 0.997230 0.006886 -0.011527 0.073162
90 2494 2.911079 -0.282806 0.088265 0.999990 0.003707 -0.001451 0.002085
2308 2402 4.480882 0.518950 0.077728 0.994923 -0.008593 -0.005048 0.100144
74 2479 4.155510 -0.367409 0.087772 0.999985 0.003490 0.002564 0.003170
2309 2384 3.682663 0.394466 0.062251 0.996756 -0.006849 0.002714 0.080143
78 2482 3.056213 -0.338116 0.075785 0.999976 0.004887 0.000817 0.004925
2347 2410 2.252474 0.471886 0.022664 0.992012 -0.001858 0.000636 0.126126
801 2574 0.308937 3.811600 -0.011139 0.894839 0.001994 -0.009366 -0.446286
820 2586 2.526459 -0.985880 0.009499 0.998181 0.015494 0.001189 -0.058251
561 1312 -4.708755 1.513321 -0.024995 0.999898 -0.010694 0.004291 0.008490
589 1343 -3.693970 0.066650 -0.047175 0.999996 0.001588 -0.001671 -0.001514
576 1330 -3.654480 0.321014 -0.023604 0.999847 0.002778 -0.001085 -0.017272
2313 2364 2.539738 0.312607 0.039500 0.997550 -0.004574 0.002651 0.069755
80 2484 3.061180 -0.303087 0.091426 0.999987 0.002633 -0.004096 0.001458
821 2579 -5.565445 -0.328532 0.032794 0.999029 0.014999 0.012621 -0.039460
742 1492 5.645086 0.106339 0.127507 0.999961 -0.000771 0.000042 0.008741
82 2479 -4.507385 -0.372270 -0.045684 0.999996 0.000897 0.000145 0.002825
546 1301 -2.884048 -0.761383 -0.016753 0.930035 -0.007011 -0.002063 0.367398
902 2629 -4.274612 -0.843781 -0.019863 0.912160 0.018547 -0.001722 0.409412
72 2470 -3.515797 -0.411828 -0.013802 0.999966 0.004329 0.006401 0.003023
726 1477 5.670380 -0.046021 0.088328 0.999970 0.003809 0.003516 0.005669
797 1563 5.142929 2.766785 0.157701 0.975516 -0.012051 -0.006715 0.219496
845 2598 -2.507645 -0.384956 -0.020680 0.999995 0.002159 0.000564 0.002333
583 1344 2.564651 0.098297 0.054679 0.999993 0.000096 -0.002418 -0.002868
571 1322 -5.463089 0.887009 -0.024352 0.999109 0.003083 0.000880 -0.042092
828 2586 -2.514557 -0.767633 -0.014379 0.999861 0.003930 0.000465 0.016169
2326 2411 2.560569 0.589383 0.043345 0.989227 -0.003173 -0.002488 0.146332
551 1301 -4.979309 -0.328110 -0.045116 0.952804 -0.009587 -0.002417 0.303426
2345 2417 4.644001 1.784585 0.016879 0.959415 -0.009330 0.002785 0.281830
669 1425 3.364258 0.005920 0.055996 0.999956 -0.005629 -0.005513 -0.005153
862 2618 4.305527 -0.526825 0.126120 0.999955 -0.000791 -0.002578 -0.009085
2315 2409 3.918770 0.840886 0.044929 0.985775 -0.004215 0.001536 0.168010
759 1495 -5.524630 -0.047287 -0.091161 0.999939 -0.000424 0.001966 0.010834
801 1539 -2.742027 -0.559738 -0.041181 0.965700 -0.002693 -0.002049 0.259637
17 2411 0.216464 5.490341 -0.094285 0.861629 0.001109 -0.010563 -0.507427
881 2620 -4.362305 -0.833924 -0.076547 0.999937 0.006435 -0.001316 0.009110
95 2500 4.169159 -0.272539 0.129397 0.999992 0.001582 -0.003396 -0.001169
2352 2417 4.614020 1.803285 0.015623 0.959008 -0.009277 0.003019 0.283210
897 2628 -3.172760 -0.633987 -0.006045 0.955938 0.001566 0.004118 0.293535
908 2634 -4.603874 2.016312 0.112764 0.827060 0.014019 0.007596 0.561888
553 1316 1.738724 1.535431 0.023209 0.999350 -0.015506 -0.003626 0.032345
62 2461 -2.816330 -0.437457 -0.021884 0.999991 0.002240 0.002243 0.002759
61 2466 3.892048 -0.417433 0.099194 0.999980 0.005250 -0.003472 0.000215
784 1546 4.328568 -0.562057 0.109808 0.998684 0.013167 -0.004431 0.049364
790 1519 -5.332691 -1.517593 -0.074876 0.997534 0.008693 0.007087 0.069286
528 1300 4.323166 0.427017 0.076272 0.625080 -0.020009 0.001010 0.780304
13 2414 3.603986 4.653777 -0.064886 0.894378 -0.006933 -0.002263 -0.447254
54 2453 -3.338562 -0.429583 -0.032654 0.999976 0.005519 0.002926 -0.002908
671 1429 5.740372 -0.075836 0.101044 0.999921 -0.001051 -0.000487 -0.012526
538 1296 -0.417290 -3.081909 0.045748 0.756499 -0.021189 -0.000865 0.653651
786 1522 -2.538782 -1.095261 -0.041575 0.999240 0.013827 0.005329 0.036050
552 1321 5.455688 1.716888 0.084633 0.999847 -0.013976 -0.002141 0.010263
904 2634 -2.345078 2.663208 0.047035 0.881270 0.004198 0.011838 0.472447
573 1328 -2.666824 0.484543 -0.000955 0.999549 0.001027 0.001257 -0.029995
776 1522 1.885724 -1.063278 0.031207 0.999630 0.020491 -0.000198 -0.017872
747 1485 -5.372980 -0.048843 -0.094563 0.999994 0.002888 0.001385 -0.000929
662 1411 -4.758720 -0.022141 -0.083103 0.999999 0.001140 -0.000672 -0.000016
2307 2386 4.389295 0.398062 0.080731 0.996761 -0.006298 0.001501 0.080162
819 2580 -3.363678 -0.185272 0.003505 0.996922 0.016967 0.008802 -0.076037
