idx1 idx2 t_1 t_2 t_3 q_1 q_2 q_3 q_4
2463 3406 -7.294434 0.254982 -0.078778 0.999778 -0.010763 0.008187 0.016176
148 1603 8.978214 0.513443 -0.619444 0.999847 -0.016686 -0.002599 0.004673
2466 3410 -7.590271 0.368530 -0.084522 0.999668 -0.018204 0.014964 0.010443
599 3568 8.037048 -0.259591 -0.414067 0.999193 0.003924 0.001155 -0.039970
942 3852 8.770782 -2.112274 -0.583362 0.995423 0.004787 -0.000077 -0.095453
186 1619 -6.999315 0.433029 -0.962147 0.999847 -0.002650 -0.006077 0.016173
160 1611 6.012501 0.239281 -0.733691 0.998969 -0.006107 0.002321 -0.044933
375 3380 5.424530 -4.655807 0.161152 0.857525 0.010674 0.008761 0.514257
692 3646 9.936859 -0.245468 -0.487661 0.999991 0.000073 -0.000181 -0.004171
397 2462 8.829910 0.070190 0.346026 0.999952 0.009279 0.003111 -0.000109
744 3665 -7.265854 2.710754 -1.214836 0.890373 0.003091 -0.024450 -0.454565
659 3602 -9.322479 0.266604 -0.519276 0.999904 0.010395 -0.002057 -0.008975
424 2477 3.914963 -8.947845 0.364081 0.916595 0.047482 -0.018296 -0.396566
2346 3272 -2.684036 -5.754990 0.054411 0.807734 -0.012401 -0.007698 0.589366
377 3390 7.742294 -1.422928 0.285840 0.961268 0.015431 -0.004283 0.275150
385 3371 -2.995911 -8.375626 0.424731 0.754443 -0.000625 0.019124 0.656086
392 2455 6.771469 0.092949 0.495874 0.999972 -0.000808 -0.003691 0.006401
57 4510 8.563671 0.008425 0.342652 0.999982 0.002848 -0.005182 0.000096
376 3386 6.674210 -2.505135 0.166711 0.927048 0.004544 0.009875 0.374786
602 3549 -6.934464 -0.619547 -0.410486 0.967500 -0.013256 -0.002203 0.252514
1409 3554 -3.227737 8.450302 0.851309 0.266209 0.003034 -0.001081 0.963910
897 3817 6.461967 -0.418945 -0.768460 0.999982 0.000124 -0.002473 0.005478
77 4512 -6.930443 -0.092582 0.056824 0.999861 0.004784 -0.010464 -0.012043
753 3705 7.819115 0.016846 -0.784213 0.995895 -0.004069 -0.005513 0.090254
2435 3396 6.358727 -2.327271 0.017365 0.962429 0.015961 -0.011945 -0.270802
723 3651 -9.350739 -0.149040 -0.826850 0.999892 0.001359 0.002856 -0.014345
771 3720 9.388659 -0.654694 -0.896967 0.999973 0.001520 0.001665 -0.007058
1407 3536 5.567856 6.942444 0.864013 -0.176948 0.011036 -0.005602 0.984142
933 3847 8.488922 -0.154938 -0.641979 0.999934 0.000049 -0.004320 -0.010655
505 3507 6.918684 -0.619751 -0.150409 0.999966 -0.001256 0.002063 -0.007856
584 3515 -7.313217 -3.690445 -0.487885 0.930754 -0.022326 -0.000566 0.364964
2335 3266 4.832413 -7.776581 0.212709 0.687533 -0.025231 0.000205 0.725715
584 3517 -6.698654 -3.140869 -0.470070 0.933984 -0.020705 -0.001880 0.356710
685 3639 9.592529 -0.202075 -0.467375 0.999943 0.010185 0.002764 -0.001433
590 3524 -6.509445 -3.832977 -0.353839 0.866997 -0.015862 -0.006630 0.498017
517 3534 9.458386 -1.157822 -0.156651 0.988941 0.008222 -0.007617 -0.147888
919 3824 -6.130264 -0.415283 -0.945639 0.999923 -0.001384 -0.004298 0.011537
760 3691 -5.832560 -1.338196 -0.917924 0.998367 0.019805 0.000914 -0.053584
801 3729 -7.858007 -0.138550 -1.021246 0.999888 0.002516 -0.000108 -0.014763
495 3497 6.153749 -0.418991 -0.186500 0.999877 -0.015398 0.002923 -0.000093
30 4484 6.062038 0.032076 0.408803 0.999770 0.008621 0.001028 0.019621
458 3451 -7.533401 -0.803391 -0.127975 0.999968 -0.007701 0.001946 -0.000761
103 1556 8.022636 3.398500 -0.627866 -0.493900 -0.019448 -0.001342 0.869300
436 2474 -7.413483 -5.731018 0.488719 0.754510 0.035603 -0.025416 -0.654829
441 3426 -8.307064 2.132751 0.164220 0.891831 0.001899 0.002747 -0.452356
513 3525 9.622334 -0.837189 -0.125060 0.997824 0.005973 -0.004928 -0.065476
748 3666 -8.059235 4.231354 -1.119892 0.822410 -0.006344 -0.018364 -0.568563
608 3552 -9.848434 -0.216386 -0.438339 0.985038 -0.009316 0.000270 0.172084
591 1405 -2.852341 7.129547 -1.347711 -0.287757 -0.002739 0.008130 0.957665
2330 3271 8.713783 -4.313629 0.291851 0.686835 -0.024825 0.010042 0.726320
392 2431 -7.060043 -5.058044 0.442436 0.860264 -0.024442 0.006680 0.509219
463 3458 -6.411961 -0.848297 -0.194971 0.999983 -0.004012 -0.001722 -0.003870
833 3771 7.812111 0.092529 -0.875149 0.998976 -0.003962 -0.009852 0.043988
416 3442 7.851089 6.068298 -0.724253 0.845521 -0.023695 0.016452 0.533162
8 4447 -6.523075 0.960181 0.332931 0.984195 -0.000275 -0.005495 -0.177004
754 3678 -7.865192 1.123657 -0.976549 0.876295 0.011847 -0.001226 -0.481628
27 4484 8.902864 0.026514 0.428134 0.999802 0.009097 0.001627 0.017594
1397 3546 6.846504 5.128632 1.038251 0.242301 -0.008615 0.002512 0.970160
572 1410 8.318527 3.896179 -1.185946 0.318973 0.008468 -0.011776 0.947653
2379 3316 -7.176971 -0.254395 -0.093768 0.999855 0.000761 -0.008870 -0.014512
207 1628 -7.832199 5.108570 -0.900490 0.921545 -0.005505 0.007252 -0.388166
2462 3400 -9.689758 0.077217 -0.156041 0.997206 -0.015674 -0.000215 0.073040
924 3841 8.165436 0.044556 -0.649411 0.999872 -0.011062 -0.004120 0.010791
772 3703 -6.754721 -1.063629 -1.079923 0.998799 0.018849 -0.007505 0.044600
802 3743 6.500286 -0.563232 -0.855128 0.999943 0.000838 0.001316 -0.010600
523 3535 6.982182 -1.002991 -0.170099 0.988705 0.008064 -0.013925 -0.149005
215 1641 -6.262100 -2.640129 -1.068966 0.730695 0.009211 -0.003326 -0.682634
558 3550 7.286669 -4.201080 -0.482869 0.870091 0.007861 0.008042 -0.492763
217 1641 -7.402596 -2.218044 -1.060711 0.706469 0.009978 -0.000322 -0.707673
2345 3270 -2.256866 -6.534698 0.034796 0.782724 -0.019060 -0.012348 0.621955
2422 3381 6.020283 -1.950272 -0.024516 0.972408 -0.009575 -0.011645 -0.232800
433 3419 -6.812211 3.308014 0.306553 0.856088 0.034580 -0.017771 -0.515365
440 3423 -8.664951 3.127716 0.289830 0.851695 0.014189 -0.008567 -0.523776
2 4460 7.586025 0.378207 0.538174 0.999881 0.002284 -0.007891 0.013052
734 3688 7.120819 1.883827 -0.858336 0.882926 0.009335 0.012691 0.469248
753 3706 8.607994 0.157806 -0.769330 0.996160 -0.006671 -0.005625 0.087116
581 1414 2.097672 7.028122 -1.102531 0.256584 0.002020 -0.008931 0.966479
524 585 9.399826 -2.767853 0.189185 0.922617 0.019120 -0.000657 -0.385243
447 3433 -9.287430 0.312027 -0.025248 0.967757 0.006748 0.011683 -0.251525
35 4474 -9.323153 -0.303111 0.189912 0.999941 0.002276 -0.006997 0.007996
499 3487 -7.156780 -0.457428 -0.456711 0.999878 0.010288 0.001348 -0.011674
780 3726 8.032856 -0.365326 -0.809319 0.999981 -0.003971 -0.004365 0.001930
508 3515 9.562130 -0.678116 -0.113797 0.999723 0.001807 0.004536 -0.023020
111 1575 7.152699 -2.397526 -0.668256 0.921192 0.006715 -0.008647 -0.388955
2451 3389 -6.915146 -1.065002 -0.066487 0.967735 -0.010320 0.010778 0.251529
581 1418 0.535080 8.325378 -1.078044 0.361191 0.004001 -0.003378 0.932477
2332 3267 7.272163 -6.635880 0.311784 0.658615 -0.027104 0.005865 0.751969
2471 3419 -7.110077 0.965454 -0.411340 0.993490 -0.013579 0.003082 0.113066
422 2454 -8.738045 4.338943 0.373201 0.939287 0.026344 0.001669 -0.342117
442 3454 6.113312 -0.427612 -0.268715 0.999990 0.002132 -0.003116 0.002451
2364 3295 -9.044312 -0.186905 0.124569 0.996231 -0.020435 0.004739 0.084159
568 3551 6.466791 -4.276596 -0.588775 0.868046 0.007018 0.014774 -0.496214
534 3542 5.824740 -1.677216 -0.309449 0.963670 0.007105 0.004488 -0.266965
932 3845 6.938309 -0.049866 -0.692423 0.999966 -0.006669 -0.000726 -0.004731
402 3393 -7.492569 -0.593330 0.041195 0.980846 -0.015357 -0.003093 0.194153
133 1592 9.586751 -0.088669 -0.710995 0.999440 0.016050 0.000521 -0.029369
414 3401 -9.284698 2.292542 0.225015 0.996323 -0.013258 -0.004020 -0.084545
540 3546 6.464425 -2.734192 -0.375319 0.927289 0.009427 0.005337 -0.374189
784 3712 -9.831448 -0.628662 -1.010125 0.999731 -0.002735 -0.003859 0.022687
563 3508 -6.697825 -0.620483 -0.302746 0.998227 -0.009982 0.013895 0.057003
531 582 6.453569 -1.645142 0.144722 0.958985 0.013707 0.002757 -0.283111
861 3788 6.778778 -0.497375 -0.975567 0.999773 -0.006371 0.001221 -0.020303
949 3854 5.790340 -5.686157 -0.532722 0.961101 -0.000767 0.000702 -0.276194
895 3816 7.247711 -0.407379 -0.847172 0.999971 0.001889 0.001073 0.007255
1563 4528 1.387798 -9.099876 1.116540 0.513971 -0.009752 0.006918 0.857724
590 3527 -6.130463 -3.249138 -0.355521 0.877543 -0.012812 -0.010567 0.479209
588 1406 -0.490417 7.177834 -1.215631 -0.176869 -0.000850 -0.000092 0.984234
452 3463 7.191349 -0.737564 -0.281122 0.999969 0.006914 0.003579 -0.000988
66 4502 -9.357212 0.070129 0.173525 0.999974 -0.006801 -0.000178 -0.002280
2451 3418 8.360809 0.209404 -0.164331 0.997598 0.015350 0.013594 0.066160
497 3483 -9.874290 -0.387299 -0.453848 0.999843 0.008799 -0.003438 -0.014959
589 1405 -1.042969 7.272865 -1.272310 -0.230178 -0.002348 0.003880 0.973138
745 3669 -6.333862 1.375824 -1.079832 0.887759 -0.003311 -0.022289 -0.459756
2333 3278 7.356895 -2.413773 0.179546 0.825007 -0.012374 0.014629 0.564798
840 3757 -8.538845 0.203613 -1.099377 0.999512 -0.006839 0.004174 -0.030178
858 3787 7.938179 -0.555298 -0.924731 0.999662 -0.004256 -0.008990 -0.024038
470 3461 -9.916618 -0.722687 -0.226675 0.999898 -0.005742 -0.006028 -0.011633
624 3587 8.302765 0.130434 -0.527537 0.999994 0.001382 0.001472 -0.002807
1416 3550 -7.186340 5.887230 0.864048 -0.054371 0.005227 -0.001463 0.998506
742 3700 8.673920 4.490448 -0.746408 0.902506 -0.011401 -0.005943 0.430486
16 4453 -9.731912 0.161079 0.329261 0.997354 0.008847 -0.003008 -0.072097
1419 3543 -6.788330 5.900246 0.768313 -0.343689 0.001879 -0.001268 0.939081
388 3404 7.332031 0.212288 0.398664 0.999552 0.004449 -0.006666 0.028842
544 3553 8.003956 -5.737747 -0.488079 0.821397 0.011869 0.004400 -0.570217
685 3637 7.245178 -0.188502 -0.510040 0.999968 0.007768 -0.000782 -0.001979
575 3558 7.172653 -6.880508 -0.575468 0.819580 0.006229 0.006085 -0.572898
762 3689 -8.270800 -1.160675 -0.911191 0.993217 0.020293 -0.002568 -0.114464
2473 3432 -4.183517 4.651878 -1.091843 0.878883 -0.051398 0.017116 0.473951
34 4488 6.548056 0.183453 0.420694 0.999761 0.005265 -0.002170 0.021127
568 3552 6.690474 -4.732361 -0.606570 0.852423 0.007680 0.014542 -0.522594
608 3554 -8.724731 0.052589 -0.455217 0.993327 -0.009128 -0.003553 0.114915
376 2430 3.778229 -5.787323 0.392859 0.836306 0.004539 0.003716 0.548232
555 3550 7.366256 -4.209564 -0.475766 0.870046 0.008176 0.007565 -0.492844
