idx1 idx2 t_1 t_2 t_3 q_1 q_2 q_3 q_4
784 1514 -6.048990 -1.162262 -0.090686 0.999943 0.009539 0.002693 0.003874
1525 2576 8.529957 0.376282 0.236975 0.757421 0.009995 -0.015281 -0.652672
889 2618 -9.104691 -2.681423 -0.065117 0.991037 -0.002075 0.004374 0.133500
796 1566 7.125427 3.189163 0.201800 0.978593 -0.000241 -0.001153 0.205802
22 2379 -4.605858 7.886488 -0.298655 0.775064 0.007197 -0.021451 -0.631478
818 2590 7.906998 -2.091633 0.105100 0.995171 0.011803 -0.002541 -0.097416
521 1312 5.367050 8.379578 -0.195372 0.689706 -0.030288 0.006477 0.723426
541 1290 -2.624947 -5.848145 -0.009895 0.716575 -0.019188 -0.000347 0.697246
863 2624 9.070557 -0.649821 0.210393 0.999903 0.004583 -0.001885 -0.013055
17 2388 -0.900740 7.891343 -0.162761 0.778575 0.005202 -0.013488 -0.627385
8 2421 9.213144 2.677799 0.014352 0.958831 -0.008326 -0.000708 -0.283856
707 1450 -6.441402 -0.301788 -0.124547 0.999988 0.002110 -0.001831 -0.003962
535 1287 2.094379 -7.206635 0.149452 0.542250 -0.023062 0.006374 0.839876
542 1319 7.077675 3.996765 0.088398 0.982323 -0.022098 -0.005325 0.185807
7 2419 8.883011 3.272660 0.015426 0.944059 -0.010291 -0.003930 -0.329592
771 1542 9.915320 -1.243317 0.218783 0.999754 0.019977 -0.008360 -0.004855
754 1510 9.450390 -0.644348 0.197101 0.997925 0.012444 0.000864 -0.063166
2341 2426 7.911805 5.607710 -0.079371 0.879134 -0.006308 0.011310 0.476398
19 2408 -1.680680 6.276634 -0.128786 0.830720 -0.000847 -0.013815 -0.556519
2320 2422 7.146550 3.842264 -0.013100 0.909975 -0.010557 0.007538 0.414459
809 1535 -5.803268 -2.249352 -0.013968 0.910485 -0.006342 0.005843 0.413452
34 2428 -6.882069 0.749641 -0.008368 0.988939 0.005746 0.002498 -0.148194
564 1310 -7.711517 1.541412 -0.051000 0.999535 -0.006738 0.004354 0.029402
794 2569 1.294769 7.823730 -0.020776 0.836703 0.012539 -0.008465 -0.547448
23 2336 -5.400997 7.880061 -0.322264 0.775412 0.005861 -0.022109 -0.631041
