idx1 idx2 t_1 t_2 t_3 q_1 q_2 q_3 q_4
7 1025 -10.178802 0.541733 0.017599 0.999943 -0.005193 0.002452 0.009026
665 764 7.318733 9.332230 -0.504107 0.758589 0.001488 0.016276 0.651365
34 1044 -7.334803 8.477534 0.028778 0.848551 -0.000754 0.001900 -0.529109
626 708 10.134010 -0.202957 0.066586 0.999751 -0.000198 -0.002185 0.022197
27 1042 -8.331947 5.833528 0.148494 0.940730 0.001433 0.006716 -0.339087
50 1086 -10.839061 -2.501371 0.014167 0.745580 0.005969 0.015262 -0.666215
48 1064 -9.943537 4.965472 0.032083 0.674432 0.005568 0.001258 -0.738315
9 1022 -11.198611 0.956078 0.013025 0.999788 -0.006386 0.002996 -0.019371
635 755 10.204292 4.440536 -0.388626 0.856040 -0.008998 0.007856 0.516771
688 764 7.358810 9.321106 -0.440974 0.759872 0.001475 0.017811 0.649827
691 762 7.125267 7.888260 -0.396443 0.779781 0.001149 0.020220 0.625725
29 1044 -7.892068 6.386183 0.105216 0.918010 -0.001727 0.005159 -0.396519
43 1051 -7.404706 9.110396 0.079265 0.718403 0.000890 0.002497 -0.695623
5 1022 -10.652905 0.240027 -0.004639 0.999876 -0.004993 0.001988 0.014781
14 1023 -11.677031 2.326711 0.085102 0.996613 -0.000007 0.006426 -0.081984
41 1054 -6.895230 7.775481 0.041951 0.733831 0.003756 0.000827 -0.679321
624 706 11.581902 -0.363907 0.105249 0.999889 0.001529 -0.001644 0.014723
684 764 7.333611 9.341537 -0.461186 0.759331 0.001594 0.017618 0.650464
625 705 10.845726 -0.280380 0.090412 0.999828 0.000588 -0.001960 0.018457
23 1031 -10.583564 5.320079 0.132004 0.973664 0.000451 0.007031 -0.227881
626 724 10.350090 -0.330612 -0.116388 0.999265 -0.001311 -0.002542 0.038236
642 759 8.615982 6.709564 -0.498631 0.794546 -0.009878 0.018226 0.606851
0 1017 -11.391773 -0.238125 -0.063564 0.999411 -0.007491 -0.000324 0.033502
48 1093 -9.588654 -3.010694 0.017737 0.738299 0.004415 0.012536 -0.674343
635 757 10.652031 5.467880 -0.409691 0.826443 -0.008080 0.014453 0.562777
677 762 7.093933 7.911758 -0.464771 0.778777 0.001570 0.019862 0.626984
51 1090 -11.437219 -2.942737 -0.004771 0.736798 0.005667 0.011026 -0.675999
666 764 7.325264 9.329056 -0.516974 0.758580 0.001514 0.016848 0.651360
10 1021 -11.593290 1.214979 0.011620 0.999461 -0.007177 0.003204 -0.031873
625 723 11.026619 -0.403778 -0.091828 0.999526 -0.000357 -0.002345 0.030697
625 685 10.864548 -0.286407 0.157073 0.999855 -0.000041 -0.002067 0.016929
649 761 7.660477 7.844666 -0.543664 0.769492 -0.004617 0.021472 0.638278
29 1039 -8.660368 7.207648 0.082955 0.921520 -0.001741 0.005414 -0.388290
712 762 7.141464 7.865646 -0.354742 0.780295 0.000822 0.020330 0.625081
640 758 8.944962 6.134811 -0.475332 0.809323 -0.011053 0.016419 0.587031
625 708 10.846298 -0.275772 0.084029 0.999827 0.000565 -0.001923 0.018490
2 1022 -10.339774 -0.039397 -0.047690 0.999571 -0.005599 -0.000084 0.028752
49 1070 -10.762106 2.714733 -0.011208 0.695831 -0.002067 -0.003460 -0.718194
626 737 11.437065 -0.065918 -0.158043 0.990303 -0.004375 -0.002464 0.138831
706 764 7.386215 9.307663 -0.400580 0.760466 0.001055 0.018022 0.649127
670 763 7.211670 8.611008 -0.508835 0.767631 0.001681 0.018775 0.640615
46 1063 -8.817904 5.221625 0.072212 0.683461 0.000172 0.004157 -0.729975
6 1018 -11.765805 0.380038 -0.002462 0.999959 -0.006242 0.002503 0.006062
48 1077 -10.003672 0.138146 0.029524 0.756135 0.003464 0.007420 -0.654365
626 732 10.792130 -0.263428 -0.157993 0.996010 -0.003507 -0.004785 0.089041
624 691 11.585480 -0.365265 0.139534 0.999901 0.001147 -0.001734 0.013943
47 1057 -9.102101 7.589123 0.103475 0.687605 0.004084 0.003881 -0.726063
663 763 7.203918 8.621307 -0.498970 0.767302 0.001089 0.017854 0.641036
19 1031 -10.392548 3.648141 0.128259 0.989421 0.004022 0.006611 -0.144866
672 762 7.091148 7.908569 -0.483288 0.778597 0.001619 0.019706 0.627213
699 762 7.135979 7.884201 -0.380870 0.780032 0.000923 0.020374 0.625407
36 1044 -7.090253 9.235527 -0.062921 0.816931 -0.000830 -0.001581 -0.576733
641 758 8.684967 6.128250 -0.482959 0.809636 -0.010307 0.016233 0.586618
9 1019 -11.939840 0.998231 0.006546 0.999740 -0.007747 0.003004 -0.021250
627 735 10.452225 -0.094589 -0.185598 0.992736 -0.004813 -0.003979 0.120150
637 757 9.791031 5.526230 -0.444482 0.825210 -0.010016 0.014999 0.564538
51 1085 -11.478083 -2.308012 -0.005004 0.749083 0.005972 0.013410 -0.662313
671 761 6.938553 7.237427 -0.476427 0.791064 0.000959 0.020436 0.611391
40 1054 -6.698864 7.561639 0.023126 0.745528 0.004729 -0.000168 -0.666458
1 1018 -11.233590 -0.156193 -0.062788 0.999516 -0.007060 -0.000263 0.030297
625 697 10.844284 -0.283386 0.109861 0.999836 0.000474 -0.002071 0.017984
626 718 10.178825 -0.268570 -0.028572 0.999716 -0.000329 -0.002470 0.023719
624 701 11.581741 -0.364746 0.112855 0.999891 0.001456 -0.001709 0.014589
41 1052 -6.934080 8.416162 0.042232 0.736861 0.002998 0.000553 -0.676038
50 1095 -10.800982 -2.934157 0.018151 0.736143 0.000975 0.008733 -0.676769
41 1048 -7.013228 9.599483 0.032747 0.743567 -0.000407 0.000938 -0.668661
703 764 7.384811 9.308441 -0.402388 0.760424 0.001076 0.018033 0.649176
37 1045 -6.936235 9.348074 -0.082189 0.800277 -0.002032 -0.002863 -0.599620
9 1027 -9.990206 0.914896 0.024907 0.999956 -0.008215 0.002830 -0.003618
31 1042 -7.972270 7.611293 0.056541 0.894534 -0.002127 0.003920 -0.446977
697 763 7.261955 8.591476 -0.403996 0.769069 0.000837 0.019378 0.638872
690 763 7.247482 8.596054 -0.418561 0.768804 0.000998 0.019216 0.639195
11 1021 -11.740042 1.482364 0.028808 0.999006 -0.005441 0.004065 -0.044049
48 1070 -10.184349 2.667961 0.000417 0.697475 -0.002402 -0.003215 -0.716597
35 1045 -7.121938 8.644926 -0.007107 0.831616 -0.000909 -0.000509 -0.555351
26 1037 -9.281879 6.051670 0.154132 0.952231 0.003838 0.007503 -0.305263
665 761 6.932426 7.228745 -0.461643 0.791004 0.000521 0.019206 0.611509
48 1073 -10.171408 1.551357 0.019431 0.723080 0.001774 0.001363 -0.690761
705 763 7.268677 8.581589 -0.384949 0.769373 0.000687 0.019368 0.638506
23 1035 -9.752909 4.917537 0.135103 0.973758 -0.001803 0.007292 -0.227460
666 763 7.212143 8.602463 -0.502409 0.767522 0.001144 0.018205 0.640763
702 762 7.140198 7.875961 -0.370081 0.780226 0.000882 0.020363 0.625166
39 1050 -6.708576 8.576526 -0.015096 0.764352 0.001745 -0.002034 -0.644794
638 759 9.753326 6.717194 -0.487252 0.793657 -0.011540 0.019729 0.607937
624 714 11.582466 -0.356567 0.093467 0.999889 0.001519 -0.001596 0.014763
8 1019 -11.792469 0.769366 0.004911 0.999908 -0.007036 0.002824 -0.011228
624 725 11.837074 -0.494400 -0.092596 0.999375 0.000298 -0.002043 0.035285
38 1045 -6.894952 9.647595 -0.058183 0.785552 -0.000851 -0.001919 -0.618792
15 1026 -11.094155 2.532556 0.088690 0.996169 0.000003 0.006365 -0.087215
683 763 7.217361 8.616913 -0.450161 0.768181 0.001273 0.018913 0.639952
42 1052 -7.139742 8.623467 0.058774 0.726031 0.001986 0.001545 -0.687658
24 1035 -9.750073 5.362762 0.127735 0.967729 0.001450 0.006453 -0.251906
644 761 8.479950 7.961029 -0.540320 0.765646 -0.006582 0.020741 0.642894
629 741 10.168526 0.438110 -0.231159 0.979867 -0.006139 0.003078 0.199532
627 733 10.211365 -0.172211 -0.184571 0.994821 -0.004742 -0.005085 0.101408
21 1036 -9.462383 4.011420 0.156871 0.982839 0.000822 0.007749 -0.184299
710 762 7.142670 7.862701 -0.356136 0.780325 0.000848 0.020342 0.625042
48 1065 -10.027701 4.573917 0.022040 0.673027 0.007583 -0.002770 -0.739573
656 763 7.299835 8.901260 -0.543668 0.757702 -0.000688 0.019242 0.652316
33 1044 -7.468987 8.075876 0.034331 0.863992 -0.001443 0.002224 -0.503498
626 676 10.141769 -0.208008 0.185972 0.999803 -0.001183 -0.002301 0.019680
22 1031 -10.574397 4.859015 0.151371 0.978711 0.000093 0.007833 -0.205095
625 716 10.863655 -0.303253 0.037483 0.999827 0.000595 -0.001897 0.018519
662 762 7.081215 7.934433 -0.485842 0.777640 0.000839 0.018801 0.628429
30 1044 -7.814106 6.812565 0.078796 0.905896 -0.002005 0.004115 -0.423475
23 1033 -10.162941 5.123916 0.134500 0.973993 -0.001978 0.007398 -0.226451
20 1030 -10.698003 4.096636 0.144767 0.986117 0.004983 0.006889 -0.165832
649 762 7.763725 8.522995 -0.563770 0.756417 -0.003782 0.021045 0.653740
625 706 10.845642 -0.280640 0.089506 0.999828 0.000602 -0.001955 0.018462
41 1049 -6.992926 9.318479 0.034306 0.741945 -0.000021 0.000759 -0.670460
34 1047 -7.032365 7.800125 0.034341 0.845018 -0.001374 0.000173 -0.534736
8 1021 -11.296781 0.751090 0.007960 0.999918 -0.006387 0.002756 -0.010722
51 1096 -11.421549 -2.935009 -0.000474 0.736359 0.001048 0.007385 -0.676550
624 685 11.600800 -0.369949 0.172791 0.999911 0.000885 -0.001752 0.013190
703 762 7.140076 7.876221 -0.368840 0.780230 0.000831 0.020404 0.625160
16 1027 -10.987431 2.828233 0.090121 0.994877 0.000113 0.006363 -0.100891
39 1049 -6.746473 8.867144 -0.018402 0.765955 0.000731 -0.001762 -0.642892
49 1094 -10.190812 -2.958207 0.009714 0.736631 0.002867 0.010679 -0.676204
10 1024 -10.860100 1.163266 0.020799 0.999655 -0.006507 0.003277 -0.025237
675 762 7.094292 7.910522 -0.469403 0.778689 0.001613 0.019778 0.627096
