idx1 idx2 t_1 t_2 t_3 q_1 q_2 q_3 q_4
252 1058 -11.252167 0.069712 -0.155542 0.999956 -0.001050 -0.003477 0.008645
214 1047 10.323166 -0.058877 0.213285 0.999983 0.002943 -0.000084 -0.005060
123 962 11.448990 0.177407 0.252668 0.999991 -0.000189 -0.001961 0.003649
105 945 10.649246 0.472446 0.137464 0.999486 0.007861 0.000414 -0.031064
61 900 11.553940 -0.164737 0.271587 0.999898 0.002090 -0.007037 -0.012268
241 1048 -10.258133 -0.209261 -0.166667 0.999820 0.002459 -0.001447 0.018777
172 1006 11.112534 0.149324 0.247723 0.999983 0.001284 0.002028 0.005302
287 1084 -9.847122 3.874771 -0.297504 0.959649 0.001849 -0.004093 -0.281166
242 1049 -10.291306 -0.223886 -0.162660 0.999819 0.001453 -0.003453 0.018683
101 942 11.751953 0.813331 0.160851 0.999338 -0.001852 -0.000924 -0.036336
193 1029 11.518845 -0.167845 0.276370 0.999813 0.000816 -0.002742 -0.019147
221 1053 10.095367 -0.038442 0.137009 0.999952 0.004156 0.000844 -0.008843
303 1090 -8.243017 8.053650 -0.497206 0.718846 0.001877 -0.016571 -0.694969
75 915 11.324203 0.567997 0.188699 0.999711 0.004628 -0.002956 0.023412
299 1090 -8.363792 6.115540 -0.372014 0.801257 -0.002311 -0.012333 -0.598189
210 1017 -10.019882 -0.269197 -0.168793 0.999881 0.000111 0.004125 0.014874
138 975 11.181641 0.421211 0.186203 0.999997 -0.002017 0.000159 0.001046
57 877 -11.280201 -0.136061 -0.170812 0.999990 0.001783 0.000468 0.004022
40 862 -10.254814 -0.163529 -0.247975 0.999969 0.003865 -0.006268 -0.002857
103 926 -9.956055 1.620055 -0.135458 0.999963 -0.004390 -0.001418 0.007304
115 954 10.242828 0.189868 0.185291 0.999974 0.002150 -0.006678 -0.001708
243 1050 -10.306488 -0.205496 -0.161513 0.999816 0.000053 -0.003588 0.018883
292 1085 -10.159531 5.959854 -0.421019 0.912191 -0.003597 -0.008948 -0.409652
59 879 -11.113995 0.031698 -0.178573 0.999992 0.003794 0.000462 -0.001309
3 829 -10.429764 -0.045453 -0.132093 0.999997 0.002425 0.000694 -0.000521
261 1092 11.583313 0.675262 0.310839 0.999903 -0.010280 -0.007331 0.005832
269 1098 10.520935 0.247613 0.255883 0.999912 -0.008388 0.000539 -0.010295
239 1045 -10.905991 -0.266579 -0.143986 0.999794 0.000586 -0.000032 0.020280
115 938 -10.859970 1.065366 -0.182045 0.999372 -0.011516 -0.003971 -0.033274
307 1093 -8.173294 7.659119 -0.607108 0.617167 0.008720 -0.022155 -0.786472
242 1047 -11.855728 -0.299833 -0.179209 0.999748 0.003098 0.001723 0.022185
211 1017 -10.712051 -0.308268 -0.173378 0.999853 0.000244 0.004415 0.016584
69 909 11.905220 0.119848 0.265495 0.999990 0.003293 -0.000704 0.003034
59 897 10.667824 -0.074122 0.221608 0.999953 -0.000319 -0.000574 -0.009653
119 942 -10.965744 0.735206 -0.198226 0.999383 -0.005663 -0.006807 -0.033987
102 943 11.770233 0.686751 0.151741 0.999392 0.001141 0.000081 -0.034842
37 875 10.232311 -0.104498 0.114577 0.999994 0.000261 0.003455 -0.000757
293 1087 -9.183182 5.264221 -0.406067 0.899546 -0.007695 -0.012295 -0.436586
223 1027 -11.576111 -0.203369 -0.069178 0.999918 -0.002245 0.004748 0.011714
266 1097 11.810181 0.432387 0.330398 0.999947 -0.009620 -0.002066 -0.002989
37 858 -11.901093 -0.048411 -0.220061 0.999982 0.002271 -0.002152 -0.005132
139 976 11.302460 0.427969 0.193412 0.999998 -0.001319 -0.001076 0.000818
140 962 -10.041107 0.233193 -0.144951 0.999996 0.002243 0.000025 0.001873
141 962 -11.288696 0.236571 -0.170518 0.999997 0.002313 -0.000188 0.000963
184 1018 10.699112 0.176470 0.261461 0.999958 -0.000901 0.001366 0.008985
93 914 -10.905403 0.646295 -0.170676 0.999754 0.002813 -0.004488 0.021531
187 1023 11.861557 0.128920 0.290170 0.999982 -0.003634 -0.004785 -0.000043
196 1031 10.767624 -0.207637 0.241603 0.999762 0.000948 -0.001412 -0.021744
140 961 -11.454361 0.221187 -0.167848 0.999997 0.002098 -0.001144 -0.000110
129 952 -10.319092 0.212414 -0.149701 0.999965 0.003868 0.000929 -0.007313
197 1031 10.039261 -0.202068 0.205468 0.999769 0.001199 -0.000351 -0.021450
137 974 11.032425 0.436978 0.194099 0.999991 -0.002319 0.000290 0.003640
291 1086 -9.425827 4.796814 -0.316596 0.924070 -0.003428 -0.007316 -0.382138
262 1068 -10.458618 0.406161 -0.237194 0.999957 -0.000193 -0.004408 -0.008192
267 1098 11.878510 0.373851 0.322706 0.999936 -0.009717 -0.001256 -0.005634
161 996 11.233398 -0.080434 0.229267 0.999955 0.001839 -0.000975 -0.009283
218 1024 -10.174057 -0.187910 -0.102469 0.999866 -0.001890 0.000594 0.016253
261 1091 10.759094 0.660983 0.287214 0.999903 -0.009597 -0.007177 0.007124
65 904 11.193359 0.005146 0.211867 0.999978 0.002254 -0.002490 -0.005652
70 910 11.802818 0.196651 0.226785 0.999977 0.004391 0.000728 0.005050
35 873 10.040131 -0.108189 0.120086 0.999984 -0.001648 0.004884 0.002375
120 959 10.937805 0.179696 0.294371 0.999966 0.000242 -0.008155 0.001490
177 1010 10.185928 0.218514 0.208920 0.999935 0.001479 0.002069 0.011061
254 1061 -10.233246 0.143490 -0.138254 0.999985 -0.000669 -0.002337 0.004894
143 980 11.878983 0.347629 0.225164 0.999990 0.000480 0.001330 -0.004330
214 1049 11.889343 -0.068261 0.235228 0.999949 0.001164 -0.005213 -0.008565
11 835 -11.842792 0.044207 -0.185166 1.000000 0.000430 -0.000528 0.000114
261 1066 -11.558502 0.401504 -0.262100 0.999948 0.000553 -0.005466 -0.008560
221 1054 10.940796 -0.066061 0.148208 0.999942 0.004527 0.000512 -0.009741
224 1056 10.371857 -0.048478 0.075204 0.999951 -0.000950 0.000199 -0.009802
217 1021 -11.774002 -0.315131 -0.138532 0.999691 -0.001873 0.002205 0.024677
182 997 -11.136871 0.134051 -0.260088 0.999982 -0.000291 -0.004038 -0.004481
251 1058 -10.396423 0.050085 -0.154812 0.999941 -0.001447 -0.003931 0.010002
263 1068 -11.251801 0.461781 -0.250968 0.999932 -0.000352 -0.004276 -0.010826
308 1098 -9.351318 4.323364 -0.548094 0.592173 0.014639 -0.022657 -0.805359
235 1041 -10.672882 -0.292719 -0.167038 0.999857 -0.002564 -0.003226 0.016379
11 836 -10.476700 0.052942 -0.164076 0.999998 0.000220 -0.000686 -0.002032
25 864 10.373171 -0.079615 0.197951 0.999986 0.001497 0.000989 -0.004861
60 899 11.641594 -0.159934 0.255541 0.999889 0.001229 -0.005750 -0.013677
205 1039 10.340561 -0.280078 0.189999 0.999860 0.001552 -0.003425 -0.016298
264 1093 10.073273 0.540616 0.278556 0.999919 -0.011077 -0.006248 -0.001011
309 1097 -9.276169 5.618439 -0.593825 0.566062 0.014255 -0.023581 -0.823902
236 1042 -10.722031 -0.296193 -0.137146 0.999853 -0.000904 -0.003469 0.016771
27 866 10.602966 -0.055940 0.184100 0.999996 0.000941 0.001815 -0.002209
7 849 11.969660 0.216579 0.210988 0.999990 0.000744 0.000283 0.004287
38 876 10.284760 -0.110358 0.131887 0.999998 -0.000486 0.001647 0.000917
164 999 11.592667 -0.016238 0.239881 0.999993 0.000733 -0.000909 -0.003645
225 1029 -11.558472 -0.168182 -0.103214 0.999954 -0.002931 0.003630 0.008421
227 1033 -10.156189 -0.145564 -0.205001 0.999997 -0.000421 0.000079 0.002540
228 1033 -10.980225 -0.136664 -0.208222 0.999995 -0.001455 0.000616 0.002629
72 911 10.558159 0.308855 0.211969 0.999918 0.004609 -0.000808 0.011921
220 1025 -10.846725 -0.181118 -0.112972 0.999891 -0.000847 0.001556 0.014641
132 969 10.223755 0.375042 0.208810 0.999981 -0.001615 -0.001718 0.005764
47 868 -10.831745 -0.175673 -0.148792 0.999995 0.002696 -0.001519 0.000656
212 1045 10.129822 -0.100063 0.198980 0.999986 0.001163 -0.002096 -0.004659
298 1089 -8.625648 6.403351 -0.364445 0.819957 -0.001939 -0.011267 -0.572312
237 1069 11.567444 0.158161 0.167605 0.999989 0.002672 0.000532 0.003875
160 995 11.135010 -0.073305 0.235157 0.999951 0.001428 -0.001023 -0.009706
180 995 -11.816788 0.027556 -0.244558 0.999997 -0.000684 -0.002253 -0.000295
231 1064 11.942383 -0.033930 0.128119 0.999971 0.004383 0.000931 -0.006114
163 998 11.513000 -0.026465 0.230008 0.999989 0.001780 -0.000574 -0.004252
242 1073 11.001740 0.392105 0.199883 0.999877 0.002169 -0.001817 0.015421
275 1076 -11.723816 1.420984 -0.182035 0.998061 0.001064 0.001243 -0.062222
296 1087 -9.318497 6.872849 -0.412126 0.854281 -0.001429 -0.011672 -0.519678
