idx1 idx2 t_1 t_2 t_3 q_1 q_2 q_3 q_4
61 1827 4.604588 5.685199 -0.055225 0.561831 0.015451 -0.016912 -0.826935
715 1516 -4.595848 -7.923828 0.115902 -0.402192 -0.003514 -0.004991 0.915535
2528 3862 -4.506744 -4.507416 -0.153577 0.820009 -0.003024 -0.014044 0.572169
802 1396 2.728851 -9.338331 0.009535 0.440209 -0.009864 -0.003557 0.897834
719 1512 -5.988798 -5.325684 0.073198 -0.316408 0.001666 0.007361 0.948593
45 1842 7.632380 4.892603 -0.196149 0.936461 -0.018519 0.002578 -0.350274
2471 3869 9.858490 0.275002 0.138248 0.619825 0.000110 -0.013791 0.784619
2524 3873 0.589157 6.600372 0.026784 0.827014 -0.029941 -0.014684 0.561191
49 1846 8.879972 3.030634 -0.199881 0.948640 -0.021046 0.003026 -0.315642
769 1428 9.526382 1.151947 0.176688 -0.026914 -0.010562 0.003980 0.999574
219 1678 -7.948883 -0.831242 -0.125964 -0.051832 -0.009194 -0.008521 0.998577
3988 4046 7.334549 -2.843719 0.214277 0.935456 -0.005291 -0.009178 -0.353285
238 1656 -9.944260 0.481280 -0.122646 -0.014686 -0.012237 -0.004890 0.999805
809 1420 -9.027786 1.730980 -0.032554 0.562346 -0.011134 -0.004918 0.826813
802 1397 2.455872 -8.983377 0.016804 0.440905 -0.008886 -0.004624 0.897498
72 1853 -0.996821 -7.530819 0.201720 0.731501 0.004646 -0.017584 -0.681598
2518 3874 1.278732 7.912781 -0.062810 0.786345 -0.034950 -0.009899 0.616719
37 1836 6.613146 6.910088 -0.154687 0.889467 -0.008634 -0.005341 -0.456887
811 1407 -8.302826 -3.988777 -0.055761 0.613390 0.005286 -0.011013 0.789685
50 1840 6.580394 4.636415 -0.211522 0.896340 -0.017155 0.001590 -0.443033
256 1619 -5.609619 -3.532386 -0.168439 0.351908 0.000575 -0.020984 0.935799
82 1842 -7.172152 -0.097868 -0.047280 -0.397141 -0.005056 0.010147 0.917688
213 1667 9.225540 0.060757 0.222274 -0.025703 -0.015982 -0.013421 0.999452
2486 3875 1.099915 8.721615 -0.060586 0.474253 -0.026006 -0.010083 0.879947
2500 3861 6.363861 -2.963284 0.153252 0.443160 -0.011667 0.006731 0.896341
789 1411 7.353424 -1.835388 0.134228 0.135889 -0.011137 0.002586 0.990658
209 1688 -5.967499 -1.663034 -0.140937 -0.027600 -0.015310 -0.022139 0.999257
248 1613 3.723022 -4.992835 -0.144917 0.446946 0.003264 -0.024198 0.894228
45 1835 5.760835 6.767380 -0.242475 0.864655 -0.012681 -0.001943 -0.502203
244 1611 7.601730 -5.571883 -0.049520 0.483897 -0.003418 -0.023955 0.874790
37 1842 8.374195 5.388189 -0.112995 0.946324 -0.015974 -0.001816 -0.322818
712 1483 6.920456 4.362350 0.038256 -0.429912 -0.010040 -0.008855 0.902772
47 1828 4.777595 8.438435 -0.316112 0.776199 -0.005732 -0.004406 -0.630447
217 1660 9.897339 0.361323 0.115789 -0.019929 -0.011958 -0.003676 0.999723
2473 3873 8.008453 4.837608 0.221087 0.613511 -0.005935 -0.016235 0.789497
60 1851 7.765358 -3.261244 0.161024 0.901360 0.003376 -0.008836 -0.432966
232 1636 7.749863 0.339513 0.223398 0.091678 -0.023726 0.006289 0.995486
