idx1 idx2 t_1 t_2 t_3 q_1 q_2 q_3 q_4
234 1662 -10.634491 0.149444 -0.244936 -0.033646 -0.015030 -0.006196 0.999302
2483 2533 10.201813 4.228878 0.029821 0.916714 -0.007697 -0.027331 0.398535
2545 3865 -9.922974 -3.386536 -0.171889 0.715375 0.008988 -0.012538 0.698571
2470 3874 9.088379 5.266342 0.330505 0.642834 -0.005549 -0.021058 0.765696
783 1409 11.600952 0.078308 0.140322 0.035441 -0.002939 0.009372 0.999323
2472 3875 7.939545 6.725468 0.316500 0.629398 -0.007602 -0.020823 0.776767
43 1845 9.043490 4.338665 -0.142520 0.959191 -0.019301 0.000945 -0.282097
159 1743 -10.298645 0.047340 -0.229557 -0.006403 -0.020269 -0.001955 0.999772
3988 4053 9.448875 -5.431183 0.300114 0.884642 -0.005623 -0.011822 -0.466088
787 1439 -10.152054 3.089310 -0.182248 0.156108 -0.013063 -0.001639 0.987652
762 1434 10.941872 1.438858 0.223798 0.001190 -0.012397 0.003822 0.999915
261 1606 -7.750992 -6.781482 -0.380991 0.544403 -0.005900 -0.019097 0.838586
2491 3860 9.696075 -2.855217 0.174388 0.390146 -0.013075 -0.000591 0.920660
795 1436 -10.463120 5.155563 -0.166543 0.314605 -0.015042 -0.014860 0.948987
809 1396 -5.071106 -9.209373 -0.154474 0.592242 -0.007714 -0.006715 0.805695
25 1832 7.591726 7.901210 -0.054090 0.844024 -0.003594 -0.014007 -0.536110
49 1819 4.559747 10.889254 -0.423699 0.678062 -0.000665 -0.014418 -0.734863
2468 3875 9.842651 5.977547 0.418736 0.659591 -0.006642 -0.024382 0.751200
213 1666 10.059143 0.099851 0.244962 -0.023629 -0.014853 -0.013417 0.999520
59 1818 5.676628 8.827591 -0.173932 0.518446 0.015451 -0.024386 -0.854623
3978 4036 9.866314 -1.847778 0.184025 0.960630 0.013374 -0.007631 -0.277404
700 1518 6.614197 -8.014091 0.366650 0.677444 -0.006729 0.002312 -0.735540
